sentence_id	sentence	label_id	definition
3348	The freezing sleet , half snow , half rain-wrapped ice , made the pavements like skating rinks underfoot and blew <head>into</head> the eyes of the pursuers .	70	to a position of contact with, typically used with verbs expressing forceful motion or collision (e.g., rammed into him)
3349	Taking care with her napkin , Sarella folded it <head>into</head> eight equal parts .	69	expressing a state, condition, form, or activity being entered (e.g., broke into pieces, jolted into despair)
3350	That last bomb had taken out those houses as if it had come with a great grasping fist and scooped them up and crunched them <head>into</head> rubble as easily as if they 'd been made of matchsticks .	69	expressing a state, condition, form, or activity being entered (e.g., broke into pieces, jolted into despair)
3351	The company makes a wide range of bathroom ware and discharges its effluent <head>into</head> a fishless urban stream .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3352	At present it is simply pumped into storage tanks for monitoring , and subsequently discharged <head>into</head> the open sea .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3353	The suspended sediment from rivers discharging <head>into</head> the The Wash shows up in grey , contrasting with the black of the deeper , clearer water further offshore .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3354	Biological filters operate outside the pool , usually at the summit of a waterfall where they can be suitably hidden -- water from the pool being pumped through the filter and allowed to discharge <head>into</head> the waterfall .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3355	"The dog-whelk then inserts its proboscis and secretes digestive enzymes <head>into</head> the body , subsequently sucking up a rich "" soup "" ."	66	moving or extending so as to end within (something) (e.g., ran into the house)
3356	With a scream of fear he set off along the tunnel , sweat dropping <head>into</head> his disbelieving eyes as the walls continued to close in .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3357	Platt , moved up front as Les Ferdinand 's minder , came close with a shot parried by Benedettini and Bruno Muccioli raced in to head over the bar as the ball appeared to be dropping <head>into</head> goal .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3358	Major groups do not simply obliterate other major groups by competition ; rather do they radiate <head>into</head> the adaptive zones after the previous dominant group has become extinct .	66	moving or extending so as to end within (something) (e.g., ran into the house)
3359	"` If they fall <head>into</head> the sea we 'll know it does n't work and we wo n't go . """	74	moving or extending so as to end within (something) (e.g., ran into the house)
3360	The guard rail twisted beneath her hands , and they fell backwards <head>into</head> empty space .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3361	Helpless , he toppled forward <head>into</head> blackness : his hand went limp and the knife clattered down on to the foot-rest .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3362	The Argentines were lined up on a cliff and their riddled bodies toppled <head>into</head> a mass grave below , he claims .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3363	Withel stared at him in amazement for a moment , and then quietly toppled <head>into</head> the mud .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3364	But he floated <head>into</head> the midst of a sea of water stretching as far as he could discern on every side around him .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3365	It was n't locked and a musty smell floated <head>into</head> the passage .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3366	When for a moment it floated <head>into</head> a clear patch of the sky , it turned to silver the branches and few tenacious leaves of the tree against which they now leaned .	74	moving or extending so as to end within (something) (e.g., ran into the house)
3367	Thwack -- the ball soared <head>into</head> the air and dropped into the nearest empty hole .	74	moving or extending so as to end within (something) (e.g., ran into the house)
